County,Days_on_Market,Days_On_Market_Growth_YoY,Avg_Home_Value,Home_Value_Growth_YoY,Inventory_Surplus_Deficit,Population,Sale_Inventory_Growth_YoY,Sale_Inventory_Growth_MoM,Home_Sales_Growth_YoY,Price_Cut_Percentage,Population_Growth,Cap_Rate,Home_Price_Forecast,Vacancy_Rate,Median_Age,Housing_Unit_Growth_Rate
"Richmond, VA",32.0,,366557.0,2.5,24.2,229247.0,,,57.1,8.1,1.9,,45.0,9.8,34.9,14.4
"Richmond, VA",32.0,,366557.0,2.5,24.2,229247.0,13.0,17.9,0.4,21.1,0.2,4.6,45.0,25.9,46.1,0.4
"Richmond, VA",32.0,,366557.0,2.5,24.2,229247.0,13.0,17.9,0.4,21.1,0.2,4.6,45.0,9.8,34.9,14.4
"Riley, KS",40.0,2.5,262265.0,5.9,,71402.0,30.9,5.8,11.8,20.5,,3.7,58.0,9.7,24.9,
"Ringgold, IA",76.0,,165625.0,3.2,,4664.0,24.0,37.7,,10.0,,,54.0,30.1,44.6,2.1
"Rio Arriba, NM",108.0,53.5,337150.0,5.2,,40165.0,50.7,4.9,14.2,17.0,2.1,,52.0,23.9,42.4,
"Rio Blanco, CO",66.0,13.7,316438.0,7.0,,6518.0,8.4,45.4,,20.5,0.8,,58.0,21.3,39.1,
"Rio Grande, CO",86.0,,313769.0,5.7,,11394.0,20.3,7.5,16.6,18.6,0.3,,53.0,23.4,43.2,
"Ripley, IN",35.0,13.1,269713.0,5.7,,29039.0,34.8,0.0,,39.0,2.1,,56.0,8.4,40.9,0.6
"Ripley, MO",72.0,,141824.0,3.3,,10755.0,,,,21.4,,,53.0,22.3,41.4,
"Ritchie, WV",78.0,59.1,120254.0,2.8,19.2,8372.0,142.8,9.6,100.0,34.7,,,46.0,20.5,47.2,
"Riverside, CA",54.0,21.3,623219.0,0.7,38.3,2492442.0,51.5,5.2,,26.4,1.7,4.4,40.0,9.7,37.1,3.4
"Roane, TN",57.0,25.2,278391.0,1.8,24.1,54403.0,39.6,6.9,,25.2,2.8,4.9,45.0,11.8,47.4,
"Roane, WV",66.0,35.3,120890.0,0.7,,13921.0,31.9,14.8,100.0,8.3,,,52.0,22.6,46.5,
"Roanoke, VA",39.0,9.8,323811.0,4.0,,97026.0,44.9,13.0,2.0,22.4,3.1,5.1,54.0,5.2,42.9,3.3
"Roanoke, VA",39.0,9.8,323811.0,4.0,,97026.0,44.9,13.0,2.0,22.4,3.1,5.1,46.0,8.7,38.9,4.9
"Roanoke, VA",39.0,9.8,323811.0,4.0,,97026.0,66.1,26.3,14.1,38.5,,7.7,54.0,5.2,42.9,3.3
"Roanoke, VA",39.0,9.8,323811.0,4.0,,97026.0,66.1,26.3,14.1,38.5,,7.7,46.0,8.7,38.9,4.9
"Roanoke, VA",43.0,32.8,215469.0,2.9,42.3,97171.0,44.9,13.0,2.0,22.4,3.1,5.1,54.0,5.2,42.9,3.3
"Roanoke, VA",43.0,32.8,215469.0,2.9,42.3,97171.0,44.9,13.0,2.0,22.4,3.1,5.1,46.0,8.7,38.9,4.9
"Roanoke, VA",43.0,32.8,215469.0,2.9,42.3,97171.0,66.1,26.3,14.1,38.5,,7.7,54.0,5.2,42.9,3.3
"Roanoke, VA",43.0,32.8,215469.0,2.9,42.3,97171.0,66.1,26.3,14.1,38.5,,7.7,46.0,8.7,38.9,4.9
"Roberts, SD",,,,,,,17.2,0.0,200.0,20.0,,,37.0,24.1,37.9,
"Robertson, KY",73.0,,175432.0,6.4,,2239.0,,,100.0,0.0,4.4,,44.0,20.5,39.7,
"Robertson, TN",36.0,23.0,375404.0,,73.0,76776.0,67.4,14.8,,26.1,8.1,4.5,32.0,3.3,38.9,10.0
"Robertson, TX",82.0,16.3,261498.0,2.5,75.0,16973.0,32.1,4.3,27.2,14.9,0.4,4.0,34.0,24.2,40.9,
"Robeson, NC",60.0,5.7,128898.0,,24.0,117365.0,37.0,5.2,,20.3,,9.6,44.0,11.5,35.8,
"Rock Island, IL",40.0,12.6,154562.0,1.1,,141236.0,27.4,,15.5,14.6,,4.9,55.0,6.5,40.7,0.8
"Rock, MN",46.0,1.6,257900.0,5.8,6.4,9628.0,52.1,42.8,100.0,15.6,2.2,3.6,49.0,6.6,41.1,
"Rock, NE",13.0,,135775.0,4.0,,1335.0,,,,0.0,,,64.0,29.7,45.2,
"Rock, WI",37.0,4.2,281991.0,6.7,,164278.0,10.3,,3.5,11.2,0.7,3.7,52.0,7.4,40.1,3.3
"Rockbridge, VA",63.0,92.3,307610.0,3.2,,22578.0,26.3,6.1,,10.0,0.3,4.3,58.0,15.5,49.7,
"Rockcastle, KY",44.0,,167245.0,10.3,,16144.0,5.0,20.0,42.8,27.5,,6.5,54.0,12.8,42.8,
"Rockdale, GA",53.0,16.4,312379.0,,47.6,95987.0,30.3,3.1,,23.9,5.9,6.3,37.0,3.8,40.2,8.9
"Rockingham, NC",56.0,13.1,187775.0,1.3,47.4,92518.0,54.4,3.8,6.2,21.8,2.0,6.5,43.0,10.9,43.8,
"Rockingham, NH",,,,,,,25.4,17.4,,15.4,3.7,4.0,53.0,8.6,45.2,4.3
"Rockingham, VA",41.0,,353332.0,2.6,,86568.0,,,5.3,10.7,6.5,4.9,52.0,11.5,40.6,3.5
"Rockland, NY",,,,,,,35.1,25.0,,9.0,4.6,4.5,58.0,4.5,34.7,2.4
"Rockwall, TX",51.0,17.2,427543.0,,75.1,131307.0,50.6,10.6,11.1,31.4,30.4,5.1,29.0,6.4,37.6,29.1
"Roger Mills, OK",99.0,,175433.0,5.4,1.2,3378.0,42.8,5.2,0.0,0.0,,,51.0,23.0,42.0,
"Rogers, OK",51.0,2.0,277548.0,1.5,13.2,100248.0,14.7,1.7,,19.5,8.9,5.5,45.0,7.4,39.0,4.0
"Rooks, KS",64.0,,107702.0,6.4,,4869.0,,,50.0,30.7,,,50.0,18.9,46.0,
"Roosevelt, MT",,,,,,,,,0.0,0.0,,,37.0,26.3,30.5,
"Roosevelt, NM",104.0,71.0,148966.0,,,19002.0,,,70.0,17.9,,7.9,47.0,15.4,32.0,0.6
"Roscommon, MI",,,,,,,57.0,30.3,,31.8,,,53.0,50.4,57.4,
"Roseau, MN",,,,,,,30.3,6.8,57.1,11.1,,,36.0,15.7,42.3,
"Rosebud, MT",,,,,,,,,100.0,0.0,,,64.0,18.9,36.7,
"Ross, OH",46.0,97.8,192742.0,4.5,,76501.0,44.4,0.5,,27.6,,8.3,52.0,9.9,40.4,0.0
"Routt, CO",59.0,39.6,1112039.0,3.6,20.5,24990.0,153.5,12.7,,17.1,0.4,4.0,49.0,37.2,42.6,1.3
"Rowan, KY",43.0,,182080.0,10.9,9.5,24525.0,60.0,17.6,,13.3,0.1,7.8,54.0,11.6,31.2,2.6
"Rowan, NC",51.0,26.2,271318.0,0.4,68.9,151661.0,51.3,9.3,1.2,31.8,7.3,4.7,36.0,7.4,41.0,6.2
"Runnels, TX",92.0,11.5,141773.0,,46.6,9880.0,42.8,8.9,,14.2,,,38.0,23.8,41.8,
"Rush, IN",46.0,16.6,205003.0,8.8,42.8,16734.0,56.8,50.9,,46.1,0.1,,44.0,9.6,42.7,
"Rush, KS",92.0,,78704.0,6.7,88.2,2957.0,18.5,,100.0,20.0,,,35.0,18.7,46.0,
"Rusk, TX",66.0,18.9,202439.0,2.4,29.5,52613.0,53.1,2.3,,25.7,,6.5,44.0,15.5,38.8,
"Rusk, WI",,,,,,,35.7,26.6,,28.5,,,55.0,27.8,49.1,
"Russell, AL",45.0,13.9,187287.0,5.3,,58858.0,14.4,9.1,,15.9,1.1,6.9,55.0,13.6,37.2,0.3
"Russell, KS",69.0,5.3,104841.0,4.5,,6717.0,18.3,1.7,,11.1,,,54.0,15.9,45.3,
"Russell, KY",70.0,79.3,163469.0,9.7,41.1,18117.0,11.9,,,30.0,2.0,,38.0,28.9,42.2,0.7
"Russell, VA",94.0,159.3,132629.0,,,25635.0,20.9,20.9,466.6,35.2,,,46.0,18.0,46.5,
"Rutherford, NC",59.0,32.5,209276.0,,32.9,65507.0,77.1,17.0,,26.9,,5.0,42.0,18.6,45.9,
"Rutherford, TN",46.0,58.6,421177.0,1.0,53.0,367101.0,41.3,7.8,1.0,25.9,12.9,5.0,33.0,5.1,34.6,16.2
"Rutland, VT",,,,,,,34.0,15.4,23.6,16.1,2.0,4.7,57.0,25.0,47.7,
"Sabine, LA",100.0,,171890.0,1.2,51.0,22085.0,18.7,2.3,0.0,23.5,,,33.0,37.6,41.3,
"Sabine, TX",98.0,33.5,184573.0,,47.6,9998.0,24.4,,22.2,23.5,,,34.0,41.6,54.3,
"Sac, IA",71.0,15.1,156659.0,4.3,40.9,9759.0,44.1,,0.0,0.0,,,38.0,17.0,45.3,
"Sacramento, CA",,,,,,,66.1,21.5,5.6,32.2,2.8,4.5,38.0,5.0,38.0,5.0
"Sagadahoc, ME",,,,,,,81.5,42.2,6.8,23.2,5.1,3.2,53.0,15.3,47.3,1.9
"Saginaw, MI",44.0,35.3,163063.0,4.0,8.8,187782.0,18.7,2.9,,23.7,,6.0,49.0,10.6,41.2,
"Saguache, CO",77.0,,220620.0,9.6,34.3,6511.0,19.6,10.7,,25.9,0.6,,48.0,15.0,49.8,
"Salem, NJ",,,,,,,25.5,12.3,,19.1,4.3,4.9,59.0,9.0,42.4,0.4
"Salem, VA",44.0,,279564.0,4.0,13.9,25477.0,32.5,15.2,,28.8,,5.3,50.0,8.6,40.3,2.2
"Saline, AR",46.0,17.9,250500.0,1.2,44.3,129574.0,44.2,,4.0,24.5,6.7,5.2,39.0,5.3,41.5,8.5
"Saline, IL",48.0,,96084.0,,,23387.0,,6.0,50.0,20.6,,,60.0,13.3,43.2,
"Saline, KS",52.0,62.5,175242.0,2.1,6.7,53801.0,43.8,,,14.3,,6.6,48.0,7.6,39.8,
"Saline, MO",45.0,,174667.0,2.2,,23177.0,12.9,,10.0,20.0,0.3,,53.0,18.5,35.4,
"Saline, NE",34.0,43.1,214398.0,7.0,107.6,14642.0,161.5,23.6,,21.4,2.4,,35.0,10.5,37.4,
"Salt Lake, UT",44.0,23.0,572033.0,2.2,47.8,1185813.0,36.2,11.0,,36.8,2.8,3.3,33.0,4.9,34.4,13.6
"Saluda, SC",67.0,36.7,209660.0,3.5,40.2,18958.0,44.6,,,22.6,,5.8,43.0,20.3,43.0,0.3
"Sampson, NC",55.0,,140163.0,0.8,59.2,59245.0,28.0,7.5,50.0,17.0,,,39.0,17.1,39.7,
"San Augustine, TX",65.0,,175277.0,,53.3,7889.0,,17.9,100.0,22.2,,,36.0,37.1,48.8,
"San Benito, CA",,,,,,,17.5,3.3,35.1,33.1,14.7,3.1,40.0,6.9,36.6,16.5
"San Bernardino, CA",53.0,24.7,560816.0,1.6,38.8,2195611.0,48.5,10.1,2.4,23.0,1.1,4.9,39.0,8.9,34.9,3.2
"San Diego, CA",,,,,,,66.3,13.1,8.8,27.8,,3.3,40.0,6.3,37.6,3.0
"San Francisco, CA",,,,,,,4.0,5.5,,16.2,,2.1,37.0,11.0,40.7,4.1
"San Jacinto, TX",64.0,11.3,243822.0,5.4,50.2,27983.0,2.0,5.1,9.0,26.6,0.5,5.0,40.0,27.6,45.0,6.1
"San Joaquin, CA",,,,,,,71.7,11.1,,27.3,6.4,4.7,36.0,5.3,36.0,7.9
"San Juan, CO",59.0,,535978.0,,,690.0,,25.0,0.0,0.0,26.8,,51.0,49.7,42.2,
"San Juan, NM",51.0,12.2,258367.0,4.1,,120675.0,25.9,0.7,15.0,20.8,,5.4,59.0,11.9,38.3,
"San Juan, UT",100.0,,356623.0,1.6,23.8,14466.0,25.4,7.2,,17.0,,,46.0,17.1,34.6,
"San Juan, WA",,,,,,,45.9,24.0,6.2,14.0,10.8,,49.0,35.9,56.7,
"San Luis Obispo, CA",,,,,,,51.0,11.9,,26.5,,3.6,46.0,12.9,41.0,3.0
"San Mateo, CA",,,,,,,37.7,17.3,12.2,18.2,,2.1,39.0,8.0,41.5,3.1
"San Miguel, CO",117.0,2.6,1483754.0,1.9,,8026.0,19.2,,,8.0,0.7,,53.0,39.4,42.7,
"San Miguel, NM",66.0,,239775.0,3.7,,27036.0,8.1,21.8,,11.4,,,61.0,19.6,46.8,
"San Patricio, TX",77.0,7.3,205227.0,,40.3,70660.0,12.0,,,21.8,5.6,6.5,36.0,16.5,38.4,8.3
"San Saba, TX",111.0,46.3,204741.0,,65.5,5802.0,17.0,0.0,,14.8,,,24.0,26.4,40.1,
"Sanborn, SD",105.0,64.0,231529.0,2.1,,2370.0,0.0,,0.0,0.0,,,42.0,18.0,38.6,
"Sanders, MT",,,,,,,12.0,13.9,,29.2,12.2,,50.0,19.6,54.6,0.2
"Sandoval, NM",57.0,9.0,373030.0,2.3,34.2,155936.0,37.9,15.0,,31.0,7.4,5.9,43.0,5.2,40.8,8.1
"Sandusky, OH",31.0,18.0,180103.0,5.1,,58770.0,,7.6,1.8,14.2,,,58.0,7.6,42.5,0.5
"Sangamon, IL",32.0,16.3,184533.0,3.2,,193491.0,,5.5,,19.1,,5.3,62.0,8.6,42.1,1.7
"Sanilac, MI",60.0,25.0,214937.0,1.2,,40574.0,14.5,16.5,,21.5,,,52.0,19.7,45.3,
"Sanpete, UT",72.0,37.5,368935.0,1.7,59.3,29209.0,40.4,1.0,,22.5,,,34.0,16.2,33.8,
"Santa Barbara, CA",,,,,,,26.8,12.5,10.2,23.2,,3.7,48.0,6.7,34.9,2.2
"Santa Clara, CA",,,,,,,58.9,12.0,,20.9,,1.7,40.0,5.4,38.3,3.7
"Santa Cruz, AZ",80.0,15.1,279647.0,0.6,59.3,48209.0,52.1,2.2,,19.8,3.4,7.4,38.0,11.4,37.9,4.0
"Santa Cruz, CA",,,,,,,60.1,21.0,,24.6,,3.2,35.0,7.5,39.8,0.3
"Santa Fe, NM",57.0,6.5,560793.0,0.3,42.6,155956.0,51.3,23.4,3.5,21.8,3.9,3.9,43.0,10.5,49.3,8.4
"Santa Rosa, FL",60.0,25.6,352056.0,,54.4,203162.0,11.7,0.9,,28.4,13.2,5.3,34.0,10.8,40.2,11.9
"Sarasota, FL",,,,,,,28.7,,,29.9,9.9,6.5,27.0,20.1,57.6,11.8
"Saratoga, NY",,,,,,,25.9,24.3,,10.5,3.7,3.5,59.0,8.4,43.9,5.4
"Sargent, ND",,,,,,,0.0,0.0,,50.0,,,33.0,13.1,44.1,
"Sarpy, NE",52.0,6.6,352743.0,1.5,36.6,199886.0,,1.6,0.8,10.3,8.3,4.2,38.0,4.0,36.0,12.5
"Sauk, WI",50.0,,333625.0,1.6,1.1,65920.0,57.4,12.5,30.3,22.5,3.6,2.4,51.0,10.7,42.2,4.6
"Saunders, NE",38.0,,337534.0,3.5,23.8,22761.0,16.2,8.7,17.6,17.5,8.2,2.7,45.0,13.1,40.4,5.8
"Sawyer, WI",,,,,,,100.0,46.5,,14.8,11.4,,59.0,47.1,52.2,
"Schenectady, NY",,,,,,,11.6,28.7,,9.2,2.9,4.6,61.0,4.6,38.8,2.2
"Schley, GA",27.0,,182350.0,1.2,51.3,4539.0,75.0,40.0,0.0,0.0,,,52.0,18.0,41.6,
"Schoharie, NY",,,,,,,21.5,33.3,30.7,16.6,,4.1,62.0,24.8,45.7,
"Schoolcraft, MI",,,,,,,2.0,47.0,,22.2,0.2,,62.0,35.7,52.1,
"Schuyler, IL",63.0,,157031.0,,,6826.0,,6.6,,0.0,,,51.0,17.6,48.8,
"Schuyler, MO",60.0,,144336.0,6.5,29.7,4044.0,0.0,20.0,0.0,0.0,,2.5,53.0,34.3,38.8,
"Schuyler, NY",47.0,,221739.0,3.8,3.9,17749.0,34.3,21.1,,16.6,,,52.0,23.5,47.4,
"Schuylkill, PA",41.0,4.5,151975.0,6.7,,143786.0,26.4,1.9,4.4,24.3,1.2,7.8,53.0,12.7,44.0,
"Scioto, OH",35.0,,125814.0,6.2,,71969.0,6.4,5.8,,21.5,,,58.0,8.8,41.3,
"Scotland, MO",90.0,203.3,120428.0,,28.0,4698.0,128.5,60.0,0.0,0.0,,,49.0,30.3,36.3,
"Scotland, NC",69.0,69.3,136813.0,,31.7,34353.0,82.8,10.3,29.4,21.8,,,45.0,14.1,38.3,
"Scott, AR",88.0,49.1,144194.0,4.2,17.9,9839.0,26.0,21.0,33.3,16.0,,,49.0,19.4,42.4,
"Scott, IA",44.0,3.5,236306.0,2.8,7.2,174270.0,18.0,0.5,9.9,14.1,0.5,4.1,48.0,4.6,39.5,5.6
"Scott, IL",81.0,31.7,87062.0,,,4847.0,50.0,,200.0,0.0,,10.3,55.0,15.0,44.3,
"Scott, IN",36.0,,199152.0,3.2,23.2,24468.0,50.7,11.3,24.0,37.6,3.0,,45.0,10.5,41.2,1.8
"Scott, KS",28.0,,173319.0,7.7,,5071.0,,,0.0,0.0,2.4,,50.0,3.5,39.3,2.8
"Scott, KY",49.0,,320131.0,4.2,0.1,58269.0,,,30.8,8.8,8.8,5.2,51.0,5.2,36.4,8.5
"Scott, MN",,,,,,,6.9,18.8,22.1,16.9,5.7,3.7,51.0,3.0,38.4,11.1
"Scott, MO",60.0,,148195.0,3.0,,37967.0,,,,14.2,,,49.0,9.9,39.4,
"Scott, MS",58.0,7.4,107834.0,1.4,29.7,27754.0,12.5,38.4,0.0,14.2,,13.8,48.0,15.3,37.2,
"Scott, TN",75.0,,171672.0,2.9,75.7,21969.0,25.8,0.0,0.0,32.6,0.0,,31.0,12.3,40.7,
"Scott, VA",56.0,,163071.0,2.4,,21504.0,17.5,1.0,,28.5,,8.0,50.0,23.9,47.6,
"Scotts Bluff, NE",49.0,,187766.0,6.1,3.3,35937.0,12.2,16.3,,31.8,,,53.0,8.3,39.8,0.5
"Screven, GA",65.0,,170669.0,0.9,26.0,14057.0,62.5,6.1,75.0,25.0,0.4,,45.0,27.2,42.7,
"Scurry, TX",46.0,21.0,131791.0,5.4,,16633.0,0.0,1.3,100.0,17.0,,6.9,59.0,13.9,36.4,
"Searcy, AR",95.0,,167379.0,,54.5,7861.0,74.3,10.5,,15.3,,,37.0,35.3,48.5,
"Sebastian, AR",56.0,8.2,198311.0,2.9,14.1,129098.0,25.5,5.6,,30.3,1.0,5.8,46.0,10.8,38.5,1.1
"Sedgwick, CO",53.0,,165828.0,7.7,75.0,2346.0,16.6,47.3,0.0,22.2,,,36.0,15.5,42.9,
"Sedgwick, KS",45.0,18.4,218535.0,2.7,36.7,528469.0,47.0,8.2,,17.7,2.8,5.1,43.0,7.9,36.4,3.9
"Seminole, FL",54.0,30.1,411897.0,,57.5,484271.0,46.1,3.1,,35.1,3.5,5.5,32.0,6.5,40.1,5.4
"Seminole, GA",74.0,28.1,125193.0,,3.5,9117.0,8.1,,0.0,8.6,8.0,,45.0,27.4,45.7,4.6
"Seminole, OK",71.0,11.3,111307.0,3.9,77.2,23550.0,86.3,8.8,,10.9,,,39.0,19.3,39.2,
"Seneca, NY",36.0,14.2,206403.0,5.7,,33125.0,43.8,30.1,,18.6,,,58.0,15.2,42.8,
"Seneca, OH",36.0,21.0,165112.0,2.0,18.5,54861.0,36.3,15.3,78.9,14.8,,,51.0,7.7,40.5,
"Sequatchie, TN",62.0,47.3,277045.0,4.1,101.1,16409.0,83.6,0.5,,31.7,11.3,4.2,32.0,11.9,44.7,7.4
"Sequoyah, OK",60.0,,182906.0,4.7,19.0,39676.0,28.8,17.8,30.0,24.3,,5.7,48.0,16.8,40.6,
"Sevier, AR",51.0,,160918.0,5.8,,15797.0,,,100.0,17.3,,,52.0,15.8,34.8,
"Sevier, TN",72.0,16.1,407780.0,,102.4,99415.0,30.0,9.4,,38.4,1.5,5.2,27.0,29.1,43.4,3.4
"Sevier, UT",81.0,42.1,318780.0,2.9,74.0,21854.0,35.9,26.8,33.3,26.0,3.4,,32.0,15.0,36.7,
"Seward, KS",66.0,21.0,142329.0,3.9,7.9,21640.0,105.2,0.0,57.1,6.7,,,50.0,13.1,31.0,0.9
"Seward, NE",30.0,,296611.0,2.8,34.8,17636.0,61.1,38.1,,14.2,2.9,4.1,49.0,6.9,37.6,0.4
"Shackelford, TX",93.0,57.6,157771.0,,,3169.0,,,,0.0,,,38.0,15.4,43.9,
"Shannon, MO",67.0,,170643.0,6.8,24.0,7137.0,3.5,11.5,100.0,11.7,,,51.0,20.4,45.5,
"Sharkey, MS",203.0,407.5,107024.0,,,3848.0,,0.0,0.0,0.0,,,52.0,16.3,36.6,
"Sharp, AR",81.0,21.8,141314.0,,,17597.0,39.9,2.9,,10.9,3.2,,48.0,28.4,47.5,
"Shasta, CA",,,,,,,36.9,11.0,,24.3,0.1,4.6,45.0,9.9,41.2,1.4
"Shawano, WI",,,,,,,23.4,17.6,,11.1,,2.8,64.0,17.3,45.5,
"Shawnee, KS",36.0,17.0,205095.0,5.0,,177746.0,5.0,,,25.7,0.1,5.6,54.0,9.0,40.3,1.4
"Sheboygan, WI",36.0,26.3,311272.0,7.3,,117752.0,18.6,20.5,21.1,16.6,1.9,3.0,56.0,5.7,42.6,2.9
"Shelby, AL",49.0,16.6,355392.0,0.2,18.6,233000.0,11.2,2.6,3.9,19.8,8.0,5.5,44.0,5.3,40.7,5.4
"Shelby, IA",41.0,,203010.0,7.6,24.5,11757.0,20.6,49.0,,26.0,0.5,,51.0,8.2,45.1,
"Shelby, IL",66.0,123.7,155269.0,6.0,,20867.0,,,,22.2,,,59.0,12.5,45.5,
"Shelby, IN",45.0,,240615.0,4.5,33.6,45104.0,91.8,30.2,,32.2,1.5,5.8,46.0,7.3,41.2,1.5
"Shelby, KY",40.0,21.2,316217.0,5.4,,48599.0,2.4,3.1,64.8,17.3,3.8,4.3,51.0,7.1,40.9,9.5
"Shelby, MO",99.0,22.2,175083.0,9.3,,6011.0,,11.1,0.0,0.0,,,58.0,19.5,43.6,
"Shelby, OH",46.0,47.1,227602.0,7.6,9.8,48007.0,82.9,8.7,22.5,27.4,,3.6,52.0,6.5,40.1,
"Shelby, TN",54.0,20.0,221164.0,,71.6,910042.0,26.1,5.4,,28.4,,7.5,34.0,10.4,36.0,
"Shelby, TX",107.0,18.8,245377.0,0.7,12.5,24108.0,41.3,,,23.5,,,45.0,20.4,40.0,
"Shenandoah, VA",37.0,30.9,334498.0,3.3,,44630.0,41.5,4.5,,17.2,3.6,5.5,54.0,16.5,42.9,0.7
"Sherburne, MN",,,,,,,16.3,8.5,2.0,18.4,6.4,3.3,49.0,4.7,36.5,9.8
"Sheridan, KS",32.0,,198452.0,10.5,,2442.0,,,0.0,0.0,,,55.0,11.5,43.4,
"Sheridan, MT",,,,,,,66.6,7.1,0.0,25.0,2.8,,46.0,28.2,44.7,
"Sheridan, ND",,,,,,,200.0,33.3,0.0,0.0,,,47.0,17.9,50.8,
"Sheridan, NE",77.0,,127591.0,3.9,182.3,5058.0,52.3,39.1,0.0,22.2,,,35.0,21.5,46.6,
"Sheridan, WY",,,,,,,18.7,19.6,,21.8,5.2,2.8,46.0,11.2,42.9,3.0
"Sherman, KS",38.0,,144076.0,4.0,20.6,5919.0,28.5,5.8,,11.1,,,44.0,19.7,38.9,
"Sherman, NE",66.0,,187324.0,8.1,,2974.0,100.0,,0.0,33.3,,,42.0,27.9,47.9,
"Sherman, OR",,,,,,,50.0,0.0,,0.0,18.8,,45.0,19.9,45.8,8.8
"Sherman, TX",47.0,,174287.0,,9.5,2434.0,0.0,,0.0,0.0,,,46.0,24.6,36.5,
"Shiawassee, MI",42.0,32.8,204595.0,1.5,,68025.0,6.1,,,14.0,,,52.0,11.2,42.5,0.3
"Shoshone, ID",,,,,,,47.0,8.5,,28.3,8.4,,33.0,19.2,45.1,
"Sibley, MN",,,,,,,105.7,20.0,55.5,33.3,0.1,,48.0,9.2,42.2,
"Sierra, CA",,,,,,,31.2,5.0,,17.3,,,54.0,42.5,56.0,
"Sierra, NM",61.0,,173318.0,1.0,,11511.0,41.4,,,11.5,3.3,,55.0,33.4,57.3,
"Silver Bow, MT",,,,,,,,9.7,,12.6,2.2,5.9,45.0,11.7,40.3,1.4
"Simpson, KY",64.0,23.0,259827.0,5.2,93.2,19786.0,79.1,7.0,,21.3,9.5,,31.0,9.0,39.0,9.6
"Simpson, MS",99.0,72.0,149463.0,8.6,36.1,25817.0,35.4,,,13.0,,9.1,44.0,17.9,41.0,
"Sioux, IA",33.0,,294433.0,5.3,0.0,35984.0,,6.5,,22.8,3.3,,48.0,4.5,34.0,2.8
"Sioux, NE",272.0,28.9,275606.0,14.7,,1197.0,,0.0,0.0,0.0,,,48.0,32.9,41.5,
"Siskiyou, CA",,,,,,,21.6,21.4,,20.1,0.6,5.9,42.0,18.0,47.4,
"Sitka, AK",,,,,,,142.8,47.8,,0.0,,,59.0,15.9,39.6,
"Skagit, WA",,,,,,,0.1,19.5,22.5,26.1,2.5,3.8,46.0,8.0,42.8,6.0
"Skamania, WA",,,,,,,1.7,24.7,40.0,45.0,5.6,1.8,31.0,15.8,48.6,1.3
"Smith, KS",102.0,36.9,98089.0,13.1,74.5,3579.0,54.8,6.6,,0.0,,,36.0,21.9,50.0,
"Smith, MS",67.0,,146600.0,1.4,,14193.0,,16.1,200.0,38.0,,,51.0,19.2,42.9,
"Smith, TN",57.0,62.8,302757.0,0.6,69.1,20196.0,19.4,5.3,,30.5,3.7,3.8,33.0,11.9,40.7,
"Smith, TX",55.0,17.0,277984.0,0.6,72.6,245209.0,38.9,7.3,,27.0,6.5,5.9,33.0,18.6,38.2,10.5
"Smyth, VA",52.0,14.2,153056.0,3.3,22.2,29585.0,102.5,22.4,0.0,26.6,,,48.0,16.9,46.2,
"Snohomish, WA",,,,,,,60.5,38.4,1.9,22.7,3.6,2.7,38.0,4.4,38.5,7.3
"Snyder, PA",100.0,110.5,232997.0,3.4,,39711.0,44.1,,70.0,16.4,,5.7,50.0,9.2,40.5,
"Socorro, NM",91.0,,190057.0,0.0,,16308.0,,,,9.0,,,54.0,31.6,39.7,
"Solano, CA",,,,,,,30.5,9.5,,29.4,0.5,4.3,33.0,4.7,40.0,4.2
"Somerset, MD",,,,,,,5.0,,,19.1,,7.8,48.0,24.0,38.1,
"Somerset, ME",,,,,,,15.9,17.5,27.5,21.4,0.2,5.7,55.0,24.2,46.9,
"Somerset, NJ",,,,,,,29.6,24.1,,9.6,5.3,5.3,61.0,1.9,41.9,6.0
"Somerset, PA",57.0,20.0,166273.0,0.6,,72197.0,,11.0,19.4,16.8,,,59.0,22.3,47.0,
"Somervell, TX",67.0,16.5,413004.0,1.7,49.2,9510.0,11.8,,,10.5,8.7,,35.0,10.2,44.0,3.8
"Sonoma, CA",,,,,,,51.3,28.8,0.5,25.0,,3.4,37.0,7.7,43.3,1.8
"Southampton, VA",51.0,13.4,254609.0,4.8,,17988.0,52.0,8.5,15.7,40.0,0.2,,48.0,11.4,46.9,2.3
"Spalding, GA",55.0,25.0,237353.0,,62.5,69946.0,30.0,9.5,,27.0,5.8,5.3,35.0,7.9,39.5,5.9
"Spartanburg, SC",44.0,4.7,274851.0,2.0,63.5,356698.0,22.2,9.1,33.6,28.5,13.6,6.4,38.0,8.6,37.7,12.1
"Spencer, IN",52.0,15.0,224481.0,3.8,24.4,19871.0,52.1,9.0,,34.5,,,48.0,8.1,44.2,
"Spencer, KY",45.0,83.6,354903.0,4.3,100.8,19875.0,144.0,8.9,,36.3,8.9,3.6,28.0,7.0,43.3,6.2
"Spink, SD",,,,,,,57.1,0.0,100.0,0.0,,,59.0,17.9,45.1,
"Spokane, WA",,,,,,,21.4,19.4,1.0,28.4,7.1,3.8,35.0,6.7,38.7,6.9
"Spotsylvania, VA",27.0,,450876.0,3.5,10.5,149588.0,62.7,11.3,,21.0,11.4,5.5,50.0,2.7,39.3,18.4
